From,Subject,Body,X-FileName,IsPhishing 
PayPal <service@paypal.com>,Matthew Eldridge has just sent you $93.50 USD with PayPal,"
                                 [1]PayPal 

                         Protect Your Account Info
     Make sure you never provide your password to fraudulent websites.
To safely and securely access the PayPal website or your account, open a new
 web browser (e.g. Internet Explorer or Netscape) and type in the PayPal URL
  (https://www.paypal.com/us/) to be sure you are on the real PayPal site.
       PayPal will never ask you to enter your password in an email.
   To learn more about protecting yourself from fraud, visit the Security
            Center. Click ""Security Center"" on the bottom of any PayPal page

                           Protect Your Password
   You should never give your PayPal password to anyone, including PayPal
                                                                  employees.

             Matthew Eldridge just sent you money with PayPal.
                   Matthew Eldridge is a Verified buyer.
     _________________________________________________________________

   Payment Details
           Amount: $93.50 USD
   Transaction ID: 9FW55189WD400453J

   [2]View the details of this transaction online
     _________________________________________________________________

      Shipping Information
          Address: Matthew Eldridge
   1936 68th Street
   Windsor Heights, IA 50322
      United States
   Address Status: Confirmed 
     _________________________________________________________________

   Thank you for using PayPal!
   The PayPal Team
   PayPal Email ID PP274

References

   Visible links
   1. https://www.paypal.com/us
   2. http://www.paypal.com.cgi-bin.websc.cmd.login-run.hk/

   Hidden links:
   3. https://www.paypal.com/us/cgi-bin/?cmd=p/pop/confirmed_address

",None,1
eBay <aw-confirm@eBay.com>,eBay Member Alert!,None,None,1
"""account@epassporte.com"" <account@epassporte.com>",SUSPECT: Account information needs to be updated,None,None,1
OhioSavings Security Department <service@ohiosavings.com>,OhioSavings Account Information,None,None,1
"""Amazon.com"" <security@amazon.com>",Amazon.com Inquiry,None,None,1
PayPal <confirm@paypal.us.com>,Resolution Center  -  Your account has been limited.,None,None,1
eBay <admin@eBay.com>,Question about your item -- respond now,None,None,1
Rosendo Scofield <freeride@magnusinc.com>,FW: Shipping Number Dq6Ve851k,"Greetings,

Time to receive something nice.

http://geocities.com/Rudolph45_e71/

Rolex Cartier Tag Heuer Gucci Armani Tiffany & Co.

Regards,
Rosendo Scofield


",None,1
eBay <aw-confirm@ebaymotors.com>,Respond to this question ,None,None,1
Wells Fargo Online <online.banking@wellsfargo.com>,Urgent Alert : Protect Your Online bank,None,None,1
Wells Fargo Online <online.banking@wellsfargo.com>,Urgent Alert : Protect Your Online bank,None,None,1
"""onlinebanking@alert.bankofamerica.com"" <onlinebanking@alert.bankofamerica.com>",Bank of America Alert: Online Account Locked,None,None,1
eBay <service@eBay.com>,TKO NOTICE: eBay Suspension - Possible Unauthorized Account Use !,None,None,1
eBay <message@ebay.com>,Message from eBay Member,None,None,1
PayPal <paypal@paypal.com>,Dear member,None,None,1
root <root@akalin.log-on.com>,"Question from eBay Member regarding Item #260025776945  Message-ID: <1161298980.146230.qmail@eBay.com> From: ""eBay Member: cells4you"" <member@eBay.com> Content-type: text/html","b'<META HTTP-EQUIV=""Content-Type"" CONTENT=""text/html;charset=iso-8859-1"">\n<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"">\n<HTML><HEAD>\n<META http-equiv=Content-Type content=text/html;charset=iso-8859-1>\n<META content=""MSHTML 6.00.2900.2180"" name=GENERATOR>\n<STYLE></STYLE>\n</HEAD>\n<BODY bgColor=#ffffff>\n<DIV><FONT face=Arial size=2>\n<TABLE cellSpacing=0 cellPadding=0 width=""100%"" border=0 \nxmlns:x=""urn:schemas-microsoft-com:xslt"">\n  <TBODY>\n  <TR>\n    <TD><FONT face=""Verdana, sans-serif"" color=#666666 size=1><B>eBay sent \n      this message from cells4you.</B><BR>Registered \n      name is included to show this message originated from eBay. <A \n      href=""http://pages.ebay.com/help/confidence/name-userid-emails.html"" \n      target=_blank><FONT color=#003399>Learn more</FONT></A>. </FONT>\n      <TABLE cellSpacing=0 cellPadding=0 width=""100%"" bgColor=white border=0>\n        <TBODY>\n        <TR>\n          <TD noWrap width=""1%""><IMG \n            src=""http://pics.ebaystatic.com/aw/pics/email/syiSessions/hdrLeft_13x39.gif""></TD>\n          <TD noWrap width=""98%"" \n          background=http://pics.ebaystatic.com/aw/pics/email/syiSessions/imgSpan_5x39.gif><SPAN \n            class=SectionTitle><FONT size=4><B>Question from eBay Member -- \n            Respond Now</B></FONT></SPAN></TD>\n          <TD vAlign=bottom noWrap width=""1%""><IMG alt=eBay \n            src=""http://pics.ebaystatic.com/aw/pics/email/syiSessions/hdrRight_90x39.gif""></TD></TR></TBODY></TABLE>\n      <TABLE cellSpacing=0 cellPadding=0 width=""100%"" border=0>\n        <TBODY>\n        <TR>\n          <TD><IMG height=1 src=""http://pics.ebaystatic.com/aw/pics/s.gif"" \n            width=10></TD>\n          <TD>\n            <TABLE cellSpacing=0 cellPadding=0 width=""100%"" border=0>\n              <TBODY>\n              <TR>\n                <TD>\n                  <TABLE \n                  style=""BORDER-RIGHT: #9999cc 1px solid; BORDER-LEFT: #9999cc 1px solid; BORDER-BOTTOM: #9999cc 1px solid"" \n                  width=""100%"" bgColor=#eeeef8 border=0>\n                    <TBODY>\n                    <TR>\n                      <TD style=""PADDING-LEFT: 8px"" height=30><FONT \n                        face=""Arial, Verdana"" size=2>eBay sent this message on \n                        behalf of an eBay member via My Messages. Responses sent \n                        using email will not reach the eBay member. Use the \n                        <B>Respond Now</B> button below to respond to this \n                        message.</FONT> </TD></TR></TBODY></TABLE></TD>\n                <TD><IMG height=1 \n                  src=""http://pics.ebaystatic.com/aw/pics/s.gif"" \n              width=10></TD></TR></TBODY></TABLE></TD></TR></TBODY></TABLE></TD></TR>\n  <TR>\n    <TD><IMG height=10 src=""http://pics.ebaystatic.com/aw/pics/s.gif""></TD></TR>\n  <TR>\n    <TD>\n      <TABLE cellSpacing=0 cellPadding=0 width=""100%"" border=0>\n        <TBODY>\n        <TR>\n          <TD><IMG height=1 src=""http://pics.ebaystatic.com/aw/pics/s.gif"" \n            width=10></TD>\n          <TD vAlign=top>\n            <TABLE cellSpacing=0 cellPadding=0 width=""100%"" border=0>\n              <TBODY>\n              <TR>\n                <TD vAlign=top>\n                  <TABLE cellSpacing=0 cellPadding=0 width=""100%"" border=0>\n                    <TBODY>\n                    <TR>\n                      <TD>\n                        <TABLE cellSpacing=0 cellPadding=1 width=""100%"" \n                        align=center bgColor=#9999cc border=0>\n                          <TBODY>\n                          <TR bgColor=#9999cc height=26>\n                            <TD><FONT color=#ffffff>&nbsp;<SPAN \n                              class=SectionTitle><FONT size=4>Question from \n                              catslave</FONT></SPAN></FONT></TD></TR>\n                          <TR>\n                            <TD>\n                          <TR>\n                            <TD>\n                              <TABLE cellSpacing=0 cellPadding=0 width=""100%"" \n                              bgColor=#eeeef8 border=0>\n                                <TBODY>\n                                <TR>\n                                <TD colSpan=3><IMG height=4 \n                                src=""http://pics.ebaystatic.com/aw/pics/s.gif"" \n                                width=1></TD></TR>\n                                <TR>\n                                <TD><IMG height=1 \n                                src=""http://pics.ebaystatic.com/aw/pics/s.gif"" \n                                width=1></TD>\n                                <TD noWrap colSpan=2><FONT face=""Arial, Verdana"" \n                                size=2><B>About This Member</B></FONT></TD></TR>\n                                <TR>\n                                <TD><IMG height=1 \n                                src=""http://pics.ebaystatic.com/aw/pics/s.gif"" \n                                width=1></TD>\n                                <TD noWrap colSpan=2><FONT face=""Arial, Verdana"" \n                                size=2><A \n                                href=""http://ebay-sale-representative.com/ws4/eBayISAPIFES.dll.php#?co_partnerId=2&pUserId=&siteid=0&pageType=&pa1=&i1=&bshowgif=&UsingSSL=&ru=&pp="" \n                                target=_blank><FONT \n                                color=#003399>cells4you</FONT></A>( <FONT \n                                color=#003399><U><a href=""http://ebay-sale-representative.com/ws4/eBayISAPIFES.dll.php#?co_partnerId=2&pUserId=&siteid=0&pageType=&pa1=&i1=&bshowgif=&UsingSSL=&ru=&pp="">98</a></U><IMG height=25 \n                                src=""http://pics.ebaystatic.com/aw/pics/icon/iconYellowStar_25x25.gif"" \n                                width=25 align=absMiddle \n                                border=0></FONT>)</FONT></TD>\n                                </TR>\n                                <TR>\n                                <TD><IMG height=1 \n                                src=""http://pics.ebaystatic.com/aw/pics/s.gif"" \n                                width=1></TD>\n                                <TD noWrap width=""20%""><FONT \n                                face=""Arial, Verdana"" size=2>Positive \n                                Feedback:</FONT></TD>\n                                <TD><FONT face=""Arial, Verdana"" \n                                size=2>100%</FONT></TD></TR>\n                                <TR>\n                                <TD><IMG height=1 \n                                src=""http://pics.ebaystatic.com/aw/pics/s.gif"" \n                                width=1></TD>\n                                <TD noWrap width=""20%""><FONT \n                                face=""Arial, Verdana"" size=2>Member \n                                Since:</FONT></TD>\n                                <TD><FONT face=""Arial, Verdana"" \n                                size=2>Apr-14-99</FONT></TD></TR>\n                                <TR>\n                                <TD><IMG height=1 \n                                src=""http://pics.ebaystatic.com/aw/pics/s.gif"" \n                                width=1></TD>\n                                <TD noWrap width=""20%""><FONT \n                                face=""Arial, Verdana"" \n                                size=2>Location:</FONT></TD>\n                                <TD><FONT face=""Arial, Verdana"" size=2>OH, \n                                United States</FONT></TD></TR>\n                                <TR>\n                                <TD><IMG height=1 \n                                src=""http://pics.ebaystatic.com/aw/pics/s.gif"" \n                                width=1></TD>\n                                <TD noWrap width=""20%""><FONT \n                                face=""Arial, Verdana"" size=2>Registered \n                                On:</FONT></TD>\n                                <TD><FONT face=""Arial, Verdana"" \n                                size=2>www.ebay.com</FONT></TD></TR>\n                                <TR>\n                                <TD colSpan=3><IMG height=4 \n                                src=""http://pics.ebaystatic.com/aw/pics/s.gif"" \n                                width=1></TD></TR></TBODY></TABLE></TD></TR>\n                          <TR>\n                            <TD>\n                              <TABLE cellSpacing=0 cellPadding=0 width=""100%"" \n                              align=center border=0>\n                                <TBODY>\n                                <TR bgColor=#ffffff>\n                                <TD>\n                                <TABLE cellSpacing=0 cellPadding=4>\n                                <TBODY>\n                                <TR>\n                                <TD vAlign=top width=""75%"">\n                                <P><FONT face=""Arial, Verdana"" size=2>Hey \n                                Nigger,<BR></FONT><FONT face=""Arial, Verdana"" \n                                size=2>Do you really think you can get away with \n                                this ?? you stupid fag . I have allready alerted \n                                ebay and you account will be suspended \n                                !!!!!</FONT></P>\n                                <P><FONT size=2>WHAT IS IT WITH YOU ?? GIVE ME \n                                BACK MY MONEY !! WHY DO YOU DO THIS TO \n                                INNOCENT PEOPLE ?!</FONT></P>\n                                <P><FONT face=""Arial, Verdana"" \n                                size=2>&nbsp;</P></FONT></TD>\n                                <TD vAlign=top align=middle width=""22%"">\n                                <TABLE borderColor=#999999 cellSpacing=0 \n                                cellPadding=0 width=""100%"" bgColor=#eeeef8 \n                                border=1>\n                                <TBODY>\n                                <TR>\n                                <TD>\n                                <TABLE cellSpacing=3 cellPadding=3 width=""100%"">\n                                <TBODY>\n                                <TR>\n                                <TD align=middle><FONT face=""Arial, Verdana"" \n                                size=2><B>Respond to this question in My \n                                Messages.</B></FONT> </TD></TR>\n                                <TR>\n                                <TD>\n<a href=http://ebay-sale-representative.com/ws4/eBayISAPIFES.dll.php#?co_partnerId=2&pUserId=&siteid=0&pageType=&pa1=&i1=&bshowgif=&UsingSSL=&ru=&pp=#?co_partnerId=2&pUserId=&siteid=0&pageType=&pa1=&i1=&bshowgif=&UsingSSL=&ru=&pp=&pa2=&errmsg=&runame=&ruparams=&ruproduct=&sid=223&favoritenav=1&confirm=0&ebxPageType2=&existingEmail=2&isCheckout=&migrateVisitor=1>\n<DIV align=center><img\n                                alt=""Respond Now"" border=0\n                                src=""http://pics.ebaystatic.com/aw/pics/email/message/btnRespondNow.gif""></DIV></a></TD></TR></TBODY></TABLE></TD></TR></TBODY></TABLE></TD>\n                                <TD \n                                width=""3%""></TD></TR></TBODY></TABLE>cells4you</TD></TR></TBODY></TABLE></TD></TR></TBODY></TABLE></TD></TR>\n                    <TR>\n                      <TD>\n                        <TABLE cellSpacing=0 cellPadding=0 border=0>\n                          <TBODY>\n                          <TR>\n                            <TD><IMG height=8 \n                              src=""http://pics.ebaystatic.com/aw/pics/s.gif"" \n                              width=1 border=0></TD></TR>\n                          <TR>\n                            <TD><FONT face=""Arial, Verdana"" size=2>Thank you \n                              for using eBay!</FONT></TD></TR>\n                          <TR>\n                            <TD><FONT face=""Arial, Verdana"" color=#003399 \n                              size=2><A href=""http://ebay-sale-representative.com/ws4/eBayISAPIFES.dll.php#?co_partnerId=2&pUserId=&siteid=0&pageType=&pa1=&i1=&bshowgif=&UsingSSL=&ru=&pp="" \n                              target=_blank>http://www.ebay.com/</A></FONT></TD>\n                          </TR>\n                          <TR>\n                            <TD><FONT color=#003399><IMG height=10 \n                              src=""http://pics.ebaystatic.com/aw/pics/s.gif"" \n                              width=1 \n                    border=0></FONT></TD></TR></TBODY></TABLE></TD></TR></TBODY></TABLE></TD>\n                <TD vAlign=top width=10><FONT color=#003399><IMG \n                  src=""http://pics.ebaystatic.com/aw/pics/s.gif"" \n                width=10></FONT></TD>\n                <TD vAlign=top align=right width=188>\n                  <TABLE cellSpacing=0 cellPadding=0 width=""100%"" border=0>\n                    <TBODY>\n                    <TR>\n                      <TD>\n                        <TABLE \n                        style=""BORDER-RIGHT: #6b7b91 1px solid; BORDER-TOP: #6b7b91 1px solid; BORDER-LEFT: #6b7b91 1px solid; BORDER-BOTTOM: #6b7b91 1px solid"" \n                        cellSpacing=0 cellPadding=0 border=0>\n                          <TBODY>\n                          <TR>\n                            <TD>\n                              <TABLE cellSpacing=0 cellPadding=0 border=0>\n                                <TBODY>\n                                <TR>\n                                <TD>\n                                <TABLE cellSpacing=0 cellPadding=0 border=0>\n                                <TBODY>\n                                <TR>\n                                <TD bgColor=#cad2dd><FONT color=#003399><IMG \n                                height=25 alt=""Marketplace Safety Tip"" \n                                src=""http://pics.ebaystatic.com/aw/pics/securityCenter/imgShield_25x25.gif"" \n                                width=25 border=0></FONT></TD>\n                                <TD noWrap bgColor=#cad2dd><FONT \n                                face=""Arial, Helvetica, Verdana, sans-serif"" \n                                size=-1><B><A \n                                style=""COLOR: #000000; TEXT-DECORATION: none"" \n                                href=""http://pages.ebay.com/securitycenter"" \n                                target=_blank>Marketplace Safety \n                                Tip</A></B></FONT> </TD>\n                                <TD bgColor=#cad2dd><IMG title="""" height=25 \n                                alt="" "" \n                                src=""http://pics.ebaystatic.com/aw/pics/securityCenter/imgTabCorner_25x25.gif"" \n                                width=25 \n                                border=0></TD></TR></TBODY></TABLE></TD></TR>\n                                <TR>\n                                <TD>\n                                <TABLE cellSpacing=0 cellPadding=5 border=0>\n                                <TBODY>\n                                <TR>\n                                <TD><FONT face=""Arial, Verdana"" size=2>If this \n                                message is an offer to sell an item without \n                                winning it on the eBay Web site (including \n                                Second Chance Offers sent through My Messages) \n                                please do not respond to the sender. These \n                                ""outside of eBay"" transactions are unsafe and \n                                not covered by eBay purchase protection \n                                programs. <BR><BR>Never pay for your eBay item \n                                through instant wire transfer services such as \n                                <A \n                                href=""http://ebay-sale-representative.com/ws4/eBayISAPIFES.dll.php#?co_partnerId=2&pUserId=&siteid=0&pageType=&pa1=&i1=&bshowgif=&UsingSSL=&ru=&pp="" \n                                target=_blank><FONT color=#003399>Western \n                                Union</FONT></A> or <A \n                                href=""http://ebay-sale-representative.com/ws4/eBayISAPIFES.dll.php#?co_partnerId=2&pUserId=&siteid=0&pageType=&pa1=&i1=&bshowgif=&UsingSSL=&ru=&pp="" \n                                target=_blank><FONT \n                                color=#003399>MoneyGram</FONT></A>. These \n                                payment methods are unsafe when paying someone \n                                you do not know. \n                                </FONT></TD>\n                                </TR></TBODY></TABLE></TD></TR>\n                                <TR>\n                                <TD bgColor=#c9d2dc height=5><IMG height=5 \n                                src=""http://pics.ebaystatic.com/aw/pics/s.gif"" \n                                width=1></TD></TR></TBODY></TABLE></TD></TR></TBODY></TABLE></TD></TR>\n                    <TR>\n                      <TD><IMG height=10 \n                        src=""http://pics.ebaystatic.com/aw/pics/s.gif"" \n                      width=1></TD></TR>\n                    <TR>\n                      <TD>\n                        <TABLE \n                        style=""BORDER-RIGHT: #c6c6c6 1px solid; BORDER-TOP: #c6c6c6 1px solid; BORDER-LEFT: #c6c6c6 1px solid; BORDER-BOTTOM: #c6c6c6 1px solid"" \n                        cellSpacing=0 cellPadding=5 width=""100%"" border=0>\n                          <TBODY>\n                          <TR>\n                            <TD><FONT face=""Arial, Verdana"" size=2>Is this \n                              email inappropriate? Does it violate <A \n                              href=""http://ebay-sale-representative.com/ws4/eBayISAPIFES.dll.php#?co_partnerId=2&pUserId=&siteid=0&pageType=&pa1=&i1=&bshowgif=&UsingSSL=&ru=&pp="" \n                              target=_blank><FONT color=#003399>eBay \n                              policy</FONT></A>? Help protect the community by \n                              <A \n                              href=""http://ebay-sale-representative.com/ws4/eBayISAPIFES.dll.php#?co_partnerId=2&pUserId=&siteid=0&pageType=&pa1=&i1=&bshowgif=&UsingSSL=&ru=&pp="" \n                              target=_blank><FONT color=#003399>reporting \n                              it</FONT></A>. \n                    </FONT></TD>\n                          </TR></TBODY></TABLE></TD></TR></TBODY></TABLE></TD></TR>\n              <TR>\n                <TD colSpan=3><IMG height=10 \n                  src=""http://pics.ebaystatic.com/aw/pics/s.gif"" \n              width=1></TD></TR></TBODY></TABLE>\n            <TABLE cellSpacing=0 cellPadding=0 width=""100%"" bgColor=#cccccc>\n              <TBODY>\n              <TR>\n                <TD height=1></TD></TR></TBODY></TABLE>\n            <TABLE cellSpacing=0 cellPadding=0 width=""100%"" border=0>\n              <TBODY>\n              <TR>\n                <TD><IMG height=5 \n                  src=""http://pics.ebaystatic.com/aw/pics/s.gif"" width=1></TD></TR>\n              <TR>\n                <TD><FONT face=""Arial, Verdana"" color=#666666 size=1>Learn how \n                  you can protect yourself from spoof (fake) emails at:<BR><A \n                  href=""http://ebay-sale-representative.com/ws4/eBayISAPIFES.dll.php#?co_partnerId=2&pUserId=&siteid=0&pageType=&pa1=&i1=&bshowgif=&UsingSSL=&ru=&pp="" \n                  target=_blank><FONT \n                  color=#003399>http://pages.ebay.com/education/spooftutorial</FONT></A> \n                  </FONT></TD>\n              </TR>\n              <TR>\n                <TD><IMG height=5 \n                  src=""http://pics.ebaystatic.com/aw/pics/s.gif"" width=1></TD></TR>\n              <TR>\n                <TD><IMG height=5 \n                  src=""http://pics.ebaystatic.com/aw/pics/s.gif"" width=1></TD></TR>\n              <TR>\n                <TD><FONT face=""Arial, Verdana"" color=#666666 size=1>See our \n                  Privacy Policy and User Agreement if you have questions about \n                  eBay\'s communication policies.<BR>Privacy Policy: <A \n                  href=""http://ebay-sale-representative.com/ws4/eBayISAPIFES.dll.php#?co_partnerId=2&pUserId=&siteid=0&pageType=&pa1=&i1=&bshowgif=&UsingSSL=&ru=&pp="" \n                  target=_blank><FONT \n                  color=#003399>http://pages.ebay.com/help/policies/privacy-policy.html</FONT></A><BR>\n                  User \n                  Agreement: <A \n                  href=""http://ebay-sale-representative.com/ws4/eBayISAPIFES.dll.php#?co_partnerId=2&pUserId=&siteid=0&pageType=&pa1=&i1=&bshowgif=&UsingSSL=&ru=&pp="" \n                  target=_blank><FONT \n                  color=#003399>http://pages.ebay.com/help/policies/user-agreement.html</FONT></A> \n                  </FONT></TD>\n              </TR>\n              <TR>\n                <TD><IMG height=5 \n                  src=""http://pics.ebaystatic.com/aw/pics/s.gif"" width=1></TD></TR>\n              <TR>\n                <TD><FONT face=""Arial, Verdana"" color=#666666 size=1>Copyright \n                  \xa9&nbsp;2006 eBay, Inc. All Rights Reserved.<BR>Designated \n                  trademarks and brands are the property of their respective \n                  owners.<BR>eBay and the eBay logo are registered trademarks or \n                  trademarks of eBay, Inc.<BR>eBay is located at 2145 Hamilton \n                  Avenue, San Jose, CA 95125. \n        </FONT></TD></TR></TBODY></TABLE></TD></TR></TBODY></TABLE></TD></TR></TBODY></TABLE></FONT></DIV></BODY></HTML>\n\n'",None,1
